nome_bairro,desc_atividade,nome_grupo,n
PINA,COMÉRCIO VAREJISTA DE BEBIDAS,OUTRAS ATIVIDADES VAREJISTAS,3
PINA,COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,OUTRAS ATIVIDADES VAREJISTAS,3
PINA,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,OUTRAS ATIVIDADES VAREJISTAS,3
PINA,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,OUTRAS ATIVIDADES VAREJISTAS,3
PINA,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,OUTRAS ATIVIDADES VAREJISTAS,3
PINA,"COMÉRCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",OUTRAS ATIVIDADES VAREJISTAS,3
PINA,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",INSTITUICOES FINANCEIRAS E SECURITARIAS,3
PINA,EDIÇÃO DE LIVROS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",3
PINA,ESTACIONAMENTO DE VEÍCULOS,GUARDA E LOCACAO DE BENS MOVEIS,3
PINA,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE P/ CONSUMO DOMICILIAR,OUTROS SERVICOS,3
PINA,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,CONSTRUCAO CIVIL,3
PINA,"INSTALAÇÃO DE PORTAS, JANELAS, TETOS, DIVISÓRIAS E ARMÁR EMBUT DE QUALQ MATERIAL","INSTALACAO, COLOCACAO E MONTAGEM",3
PINA,"INSTALAÇÃO E MANUTENÇÃO DE SIST CENTRAIS DE AR CONDIC, DE VENTIL E REFRIGERAÇÃO","INSTALACAO, COLOCACAO E MONTAGEM",3
PINA,LOTEAMENTO DE IMOVEIS PROPRIOS,CONSTRUCAO CIVIL,3
PINA,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIP P/ USO GERAL N/ ESP ANTERIORMENTE,CONSERVAÇÃO E LIMPEZA,3
PINA,PEIXARIA,OUTRAS ATIVIDADES VAREJISTAS,3
PINA,PREPARACAO DE DOCUMENTOS E SERV ESPECIALIZ DE APOIO ADMINIST N/ ESP ANTERIORMENTE,OUTROS SERVICOS,3
PINA,SELEÇÃO E AGENCIAMENTO DE MÃO-DE-OBRA,FORNECIMENTO DE MAO-DE-OBRA,3
PINA,SERVIÇOS DE ENGENHARIA,CONSTRUCAO CIVIL,3
PINA,SERVIÇOS DE ENTREGA RÁPIDA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
PINA,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",CONSERVAÇÃO E LIMPEZA,3
PINA,SERVIÇOS DE PRÓTESE DENTÁRIA,SAUDE,3
POCO,"ATIVIDADES DE ATEND HOSPITALAR, EXC PRONTO-SOCORRO E UNIDADES P/ ATEND A URGÊNCIAS",SAUDE,3
POCO,ATIVIDADES DE CONDICIONAMENTO FÍSICO,BELEZA E HIGIENE PESSOAL,3
POCO,ATIVIDADES DE ORGANIZAÇÕES SINDICAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
POCO,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,OUTRAS ATIVIDADES VAREJISTAS,3
POCO,CONDOMÍNIOS PREDIAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
POCO,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,CONSTRUCAO CIVIL,3
POCO,LABORATÓRIOS CLÍNICOS,SAUDE,3
POCO,REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
PRADO,ATIVIDADES ASSOCIATIVAS NÃO ESPECIFICADAS ANTERIORMENTE,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
PRADO,ATIVIDADES DE CONTABILIDADE,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",3
PRADO,ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSOFICAS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
PRADO,ATIVIDADES DE ORGANIZAÇÕES SINDICAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
PRADO,"COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS","ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",3
PRADO,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,OUTRAS ATIVIDADES VAREJISTAS,3
PRADO,COMÉRCIO VAREJISTA DE BEBIDAS,OUTRAS ATIVIDADES VAREJISTAS,3
PRADO,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,OUTRAS ATIVIDADES VAREJISTAS,3
PRADO,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,CONSERVAÇÃO E LIMPEZA,3
PRADO,"REPRESENTANTES COM E AGENTES DO COM DE TÊXTEIS, VEST, CALÇADOS E ART DE VIAGEM","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
PRADO,RESTAURANTES E SIMILARES,OUTRAS ATIVIDADES VAREJISTAS,3
PRADO,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,OUTROS SERVICOS,3
PRADO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,EDUCACAO,3
RECIFE,Atividades de design não especificadas anteriormente,TECNICO-CIENTIFICO,3
RECIFE,ATIVIDADES DO OPERADOR PORTUARIO,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
RECIFE,COMÉRCIO ATACADISTA DE BEBIDAS NÃO ESPECIFICADAS ANTERIORMENTE,COMERCIO ATACADISTA,3
RECIFE,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,OUTRAS ATIVIDADES VAREJISTAS,3
RECIFE,"CONFECÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS E AS CONFEC SOB MEDIDA",INDUSTRIA GERAL,3
RECIFE,Fabricacao de alimentos dieteticos e complementos alimentares,INDUSTRIA GERAL,3
ROSARINHO,"ATIVIDADES DE APOIO À EDUCAÇÃO, EXCETO CAIXAS ESCOLARES",EDUCACAO,3
ROSARINHO,ATIVIDADES DE CONDICIONAMENTO FÍSICO,BELEZA E HIGIENE PESSOAL,3
ROSARINHO,"CABELEIREIROS, MANICURE E PEDICURE",BELEZA E HIGIENE PESSOAL,3
ROSARINHO,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,OUTRAS ATIVIDADES VAREJISTAS,3
ROSARINHO,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,OUTRAS ATIVIDADES VAREJISTAS,3
ROSARINHO,COMÉRCIO VAREJISTA DE LATICÍNIOS E FRIOS,OUTRAS ATIVIDADES VAREJISTAS,3
ROSARINHO,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",OUTRAS ATIVIDADES VAREJISTAS,3
ROSARINHO,REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
ROSARINHO,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,OUTROS SERVICOS,3
SAN MARTIN,Alojamento de animais domésticos,VETERINARIO E SIMILARES,3
SAN MARTIN,ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
SAN MARTIN,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",OUTRAS ATIVIDADES VAREJISTAS,3
SAN MARTIN,"CABELEIREIROS, MANICURE E PEDICURE",BELEZA E HIGIENE PESSOAL,3
SAN MARTIN,COM VAREJ DE PROD ALIMENT EM GERAL OU ESPECIALIZ EM PROD ALIMENT N/ ESP ANTERIORM,OUTRAS ATIVIDADES VAREJISTAS,3
SAN MARTIN,Comercio a varejo de peças e acessórios novos para motocicletas e motonetas,OUTRAS ATIVIDADES VAREJISTAS,3
SAN MARTIN,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,OUTRAS ATIVIDADES VAREJISTAS,3
SAN MARTIN,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,OUTRAS ATIVIDADES VAREJISTAS,3
SAN MARTIN,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,OUTRAS ATIVIDADES VAREJISTAS,3
SAN MARTIN,COMÉRCIO VAREJISTA DE MÓVEIS,OUTRAS ATIVIDADES VAREJISTAS,3
SAN MARTIN,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,EDUCACAO,3
SAN MARTIN,FABRICAÇÃO DE ESQUADRIAS DE METAL,INDUSTRIA GERAL,3
SAN MARTIN,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,INDUSTRIA GERAL,3
SAN MARTIN,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,CONSERVAÇÃO E LIMPEZA,3
SAN MARTIN,OBRAS DE ALVENARIA,CONSTRUCAO CIVIL,3
SAN MARTIN,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA,OUTRAS ATIVIDADES VAREJISTAS,3
SAN MARTIN,PREPARACAO DE DOCUMENTOS E SERV ESPECIALIZ DE APOIO ADMINIST N/ ESP ANTERIORMENTE,OUTROS SERVICOS,3
SAN MARTIN,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,SERVICOS DE INFORMATICA,3
SAN MARTIN,SEDES DE EMPRESAS E UNIDADES ADMINISTRATIVAS LOCAI,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",3
SAN MARTIN,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,OUTROS SERVICOS,3
SAN MARTIN,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,3
SAN MARTIN,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PROD PERIGOSOS E MUDANÇAS, MUNICIPAL",TRANSPORTE E COMUNICACAO,3
SAN MARTIN,TREINAMENTO EM INFORMÁTICA,EDUCACAO,3
SANCHO,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",OUTRAS ATIVIDADES VAREJISTAS,3
SANCHO,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,EDUCACAO,3
SANTANA,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,OUTRAS ATIVIDADES VAREJISTAS,3
SANTANA,ENSINO DE ESPORTES,EDUCACAO,3
SANTANA,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",OUTRAS ATIVIDADES VAREJISTAS,3
SANTANA,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,EDUCACAO,3
SANTO AMARO,ATIVIDADES ASSOCIATIVAS NÃO ESPECIFICADAS ANTERIORMENTE,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
SANTO AMARO,"ATIVIDADES DE PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROG DE TELEV N/ ESP ANTER","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",3
SANTO AMARO,"CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA","SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
SANTO AMARO,COM VAREJ DE PROD ALIMENT EM GERAL OU ESPECIALIZ EM PROD ALIMENT N/ ESP ANTERIORM,OUTRAS ATIVIDADES VAREJISTAS,3
SANTO AMARO,Comercio a varejo de peças e acessórios novos para motocicletas e motonetas,OUTRAS ATIVIDADES VAREJISTAS,3
SANTO AMARO,"COMÉRCIO ATACADISTA DE LIVROS, JORNAIS E OUTRAS PUBLICAÇÕES",COMERCIO ATACADISTA,3
SANTO AMARO,COMÉRCIO ATACADISTA DE MÓVEIS E ARTIGOS DE COLCHOARIA,COMERCIO ATACADISTA,3
SANTO AMARO,COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA,OUTRAS ATIVIDADES VAREJISTAS,3
SANTO AMARO,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",OUTRAS ATIVIDADES VAREJISTAS,3
SANTO AMARO,COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP),OUTRAS ATIVIDADES VAREJISTAS,3
SANTO AMARO,COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIP DE ÁUDIO E VÍDEO,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",3
SANTO AMARO,COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,OUTRAS ATIVIDADES VAREJISTAS,3
SANTO AMARO,CORRETAGEM NO ALUGUEL DE IMÓVEIS,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
SANTO AMARO,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,EDUCACAO,3
SANTO AMARO,FABRICAÇÃO DE BISCOITOS E BOLACHAS,INDUSTRIA GERAL,3
SANTO AMARO,HOTÉIS,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",3
SANTO AMARO,IMPRESSÃO DE JORNAIS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",3
SANTO AMARO,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",CONSTRUCAO CIVIL,3
SANTO AMARO,LABORATÓRIOS CLÍNICOS,SAUDE,3
SANTO AMARO,LOTEAMENTO DE IMOVEIS PROPRIOS,CONSTRUCAO CIVIL,3
SANTO AMARO,OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO N/ ESPECIF ANTERIORMENTE,SERVICOS DE INFORMATICA,3
SANTO AMARO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS N/ ESPECIFICAD ANTERIORMENTE",TECNICO-CIENTIFICO,3
SANTO AMARO,OUTROS REPRESENTANTES COM E AGENTES DO COM ESP EM PROD N/ ESP ANTERIORMENTE,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
SANTO AMARO,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,OUTROS SERVICOS,3
SANTO AMARO,SERVIÇOS DE ARQUITETURA,TECNICO-CIENTIFICO,3
SANTO AMARO,"SERVIÇOS DE DIAGNÓSTICO POR REGISTRO GRÁFICO - ECG, EEG E OUTROS EXAMES ANÁLOGOS",SAUDE,3
SANTO AMARO,SERVIÇOS DE SEPULTAMENTO,SERVICOS FUNERARIOS,3
SANTO AMARO,SOCIEDADE SEGURADORA DE SEGUROS VIDA,INSTITUICOES FINANCEIRAS E SECURITARIAS,3
SANTO ANTONIO,COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS P/ USO COMERCIAL/ PARTES E PEÇAS,COMERCIO ATACADISTA,3
SANTO ANTONIO,COMÉRCIO ATACADISTA DE TECIDOS,COMERCIO ATACADISTA,3
SANTO ANTONIO,"COMÉRCIO VAREJISTA DE ARTIGOS DE CAÇA, PESCA E CAMPING",OUTRAS ATIVIDADES VAREJISTAS,3
SANTO ANTONIO,COMÉRCIO VAREJISTA DE BICICLETAS E TRICICLOS/ PEÇAS E ACESSÓRIOS,OUTRAS ATIVIDADES VAREJISTAS,3
SANTO ANTONIO,CORRETAGEM NO ALUGUEL DE IMÓVEIS,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
SANTO ANTONIO,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",INSTITUICOES FINANCEIRAS E SECURITARIAS,3
SANTO ANTONIO,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,INDUSTRIA GERAL,3
SANTO ANTONIO,OUTRAS ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS N/ ESPECIF ANTERIORMENTE,INSTITUICOES FINANCEIRAS E SECURITARIAS,3
SANTO ANTONIO,"REPRESENTANTES COM E AGENTES DO COM DE TÊXTEIS, VEST, CALÇADOS E ART DE VIAGEM","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
SANTO ANTONIO,SEDES DE EMPRESAS E UNIDADES ADMINISTRATIVAS LOCAI,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",3
SANTO ANTONIO,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,OUTROS SERVICOS,3
SAO JOSE,ADMINISTRAÇÃO PÚBLICA EM GERAL,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
SAO JOSE,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA","CONTABILIDADE, CONSULTORIA E ASSESSORIA",3
SAO JOSE,"COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS","ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",3
SAO JOSE,COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",3
SAO JOSE,COMÉRCIO ATACADISTA DE APARELHOS ELETRÔNICOS DE USO PESSOAL E DOMÉSTICO,COMERCIO ATACADISTA,3
SAO JOSE,COMÉRCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS,COMERCIO ATACADISTA,3
SAO JOSE,"COMÉRCIO ATACADISTA DE CHOCOLATES, CONFEITOS, BALAS, BOMBONS E SEMELHANTES",COMERCIO ATACADISTA,3
SAO JOSE,COMÉRCIO ATACADISTA DE RESÍDUOS E SUCATAS METÁLICOS,OUTRAS ATIVIDADES VAREJISTAS,3
SAO JOSE,COMÉRCIO VAREJISTA DE ARTIGOS DE JOALHERIA,OUTRAS ATIVIDADES VAREJISTAS,3
SAO JOSE,COMÉRCIO VAREJISTA DE BICICLETAS E TRICICLOS/ PEÇAS E ACESSÓRIOS,OUTRAS ATIVIDADES VAREJISTAS,3
SAO JOSE,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,OUTRAS ATIVIDADES VAREJISTAS,3
SAO JOSE,COMÉRCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITÓRIO,OUTRAS ATIVIDADES VAREJISTAS,3
SAO JOSE,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,OUTRAS ATIVIDADES VAREJISTAS,3
SAO JOSE,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,OUTRAS ATIVIDADES VAREJISTAS,3
SAO JOSE,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",INSTITUICOES FINANCEIRAS E SECURITARIAS,3
SAO JOSE,"ESTAMPARIA E TEXTURIZAÇÃO EM FIOS, TECIDOS, ARTEFATOS TÊXTEIS E PEÇAS DO VESTUÁRIO",OUTROS SERVICOS,3
SAO JOSE,FABRICAÇÃO DE ALIMENTOS E PRATOS PRONTOS,INDUSTRIA GERAL,3
SAO JOSE,FABRICAÇÃO DE ARTEFATOS TÊXTEIS PARA USO DOMÉSTICO,INDUSTRIA GERAL,3
SAO JOSE,FABRICAÇÃO DE ESQUADRIAS DE METAL,INDUSTRIA GERAL,3
SAO JOSE,IMPRESSÃO DE MATERIAL PARA OUTROS USOS,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",3
SAO JOSE,MANUTENÇÃO E REPAR DE MÁQ E APAR DE REFRIGER E VENTILAÇÃO P/ USO IND E COMERCIAL,CONSERVAÇÃO E LIMPEZA,3
SAO JOSE,"MANUTENÇÃO E REPARAÇÃO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE",CONSERVAÇÃO E LIMPEZA,3
SAO JOSE,SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
SOLEDADE,ATIVIDADE ODONTOLÓGICA,SAUDE,3
SOLEDADE,ENSINO DE IDIOMAS,EDUCACAO,3
SOLEDADE,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,EDUCACAO,3
TAMARINEIRA,ADMINISTRAÇÃO PÚBLICA EM GERAL,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
TAMARINEIRA,"ATIVIDADES DE ATEND HOSPITALAR, EXC PRONTO-SOCORRO E UNIDADES P/ ATEND A URGÊNCIAS",SAUDE,3
TAMARINEIRA,ATIVIDADES DE CONTABILIDADE,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",3
TAMARINEIRA,Atividades de monitoramento de sistemas de segurança eletrônico,GUARDA E LOCACAO DE BENS MOVEIS,3
TAMARINEIRA,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,OUTRAS ATIVIDADES VAREJISTAS,3
TAMARINEIRA,COMÉRCIO VAREJISTA DE BEBIDAS,OUTRAS ATIVIDADES VAREJISTAS,3
TAMARINEIRA,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",INSTITUICOES FINANCEIRAS E SECURITARIAS,3
TAMARINEIRA,PROMOÇÃO DE VENDAS,OUTROS SERVICOS,3
TAMARINEIRA,REPARAÇÃO E MANUTENÇÃO DE EQUIP ELETROELETRÔN DE USO PESSOAL E DOMÉSTICO,CONSERVAÇÃO E LIMPEZA,3
TAMARINEIRA,"REPRESENTANTES COM E AGENTES DO COM DE TÊXTEIS, VEST, CALÇADOS E ART DE VIAGEM","REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
TAMARINEIRA,SERVIÇOS DE ENGENHARIA,CONSTRUCAO CIVIL,3
TAMARINEIRA,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",CONSERVAÇÃO E LIMPEZA,3
TEJIPIO,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",OUTRAS ATIVIDADES VAREJISTAS,3
TORRE,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA","CONTABILIDADE, CONSULTORIA E ASSESSORIA",3
TORRE,ATIVIDADES DE ORGANIZAÇÕES SINDICAIS,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",3
TORRE,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,OUTRAS ATIVIDADES VAREJISTAS,3
TORRE,"COMÉRCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",OUTRAS ATIVIDADES VAREJISTAS,3
TORRE,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",OUTRAS ATIVIDADES VAREJISTAS,3
TORRE,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS,SERVICOS DE INFORMATICA,3
TORRE,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,INDUSTRIA GERAL,3
TORRE,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,CONSTRUCAO CIVIL,3
TORRE,OUTROS REPRESENTANTES COM E AGENTES DO COM ESP EM PROD N/ ESP ANTERIORMENTE,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
TORRE,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA,OUTRAS ATIVIDADES VAREJISTAS,3
TORRE,PROMOÇÃO DE VENDAS,OUTROS SERVICOS,3
TORRE,SERVIÇOS DE ENGENHARIA,CONSTRUCAO CIVIL,3
TORRE,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",CONSERVAÇÃO E LIMPEZA,3
TORRE,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PROD PERIGOSOS E MUDANÇAS, MUNICIPAL",TRANSPORTE E COMUNICACAO,3
TORREAO,CONSTRUÇÃO DE EDIFÍCIOS,CONSTRUCAO CIVIL,3
TORREAO,REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",3
TORREAO,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,CONSERVAÇÃO E LIMPEZA,3
TORROES,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,OUTRAS ATIVIDADES VAREJISTAS,3
TORROES,Comercio varejista especializado de equipamentos e suprimentos de informatica,OUTRAS ATIVIDADES VAREJISTAS,3
TORROES,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,EDUCACAO,3
TORROES,PREPARACAO DE DOCUMENTOS E SERV ESPECIALIZ DE APOIO ADMINIST N/ ESP ANTERIORMENTE,OUTROS SERVICOS,3
TORROES,REFORMA DE PNEUMÁTICOS USADOS,CONSERVAÇÃO E LIMPEZA,3
VARZEA,ATIVIDADES DE CONDICIONAMENTO FÍSICO,BELEZA E HIGIENE PESSOAL,3
VARZEA,"ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA","CONTABILIDADE, CONSULTORIA E ASSESSORIA",3
VARZEA,Atividades de monitoramento de sistemas de segurança eletrônico,GUARDA E LOCACAO DE BENS MOVEIS,3
VARZEA,"ATIVIDADES DE PÓS-PRODUÇÃO CINEMATOGRÁF, DE VÍDEOS E DE PROG DE TELEV N/ ESP ANTER","FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",3
VARZEA,"CABELEIREIROS, MANICURE E PEDICURE",BELEZA E HIGIENE PESSOAL,3
VARZEA,"COMÉRCIO ATACADISTA DE INSTR E MATER P/ USO MÉDICO, CIRÚRG, HOSP E DE LABORATÓRIOS",COMERCIO ATACADISTA,3
VARZEA,COMÉRCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUT ALIMENT N/ ESP ANTERIORMENTE,COMERCIO ATACADISTA,3
VARZEA,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",OUTRAS ATIVIDADES VAREJISTAS,3
VARZEA,COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA,OUTRAS ATIVIDADES VAREJISTAS,3
VARZEA,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,OUTRAS ATIVIDADES VAREJISTAS,3
VARZEA,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",OUTRAS ATIVIDADES VAREJISTAS,3
