nome_bairro,nome_grupo,desc_atividade,total,n
PARNAMIRIM,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",7636,3
PARNAMIRIM,OUTRAS ATIVIDADES VAREJISTAS,Comercio varejista especializado de equipamentos e suprimentos de informatica,7636,3
PARNAMIRIM,OUTROS SERVICOS,ALUGUEL DE IMÓVEIS PRÓPRIOS,7636,3
PARNAMIRIM,OUTROS SERVICOS,"OUTROS SERVIÇOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEF TÊXT E PEÇAS DO VESTUÁRIO",7636,3
PARNAMIRIM,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",CORRETAGEM NO ALUGUEL DE IMÓVEIS,7636,3
PARNAMIRIM,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSOFICAS,7636,3
PARNAMIRIM,VETERINARIO E SIMILARES,Alojamento de animais domésticos,7636,3
PINA,BELEZA E HIGIENE PESSOAL,"CABELEIREIROS, MANICURE E PEDICURE",29176,3
PINA,COMERCIO ATACADISTA,"COMÉRCIO ATACADISTA DE ARTIGOS DO VESTUÁR E ACESSÓRIOS, EXC PROF E DE SEGURANÇA",29176,3
PINA,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE COSMÉTICOS E PRODUTOS DE PERFUMARIA,29176,3
PINA,COMERCIO ATACADISTA,COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES,29176,3
PINA,CONSERVAÇÃO E LIMPEZA,MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIP P/ USO GERAL N/ ESP ANTERIORMENTE,29176,3
PINA,CONSERVAÇÃO E LIMPEZA,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",29176,3
PINA,CONSTRUCAO CIVIL,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,29176,3
PINA,CONSTRUCAO CIVIL,LOTEAMENTO DE IMOVEIS PROPRIOS,29176,3
PINA,CONSTRUCAO CIVIL,SERVIÇOS DE ENGENHARIA,29176,3
PINA,FORNECIMENTO DE MAO-DE-OBRA,SELEÇÃO E AGENCIAMENTO DE MÃO-DE-OBRA,29176,3
PINA,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",EDIÇÃO DE LIVROS,29176,3
PINA,GUARDA E LOCACAO DE BENS MOVEIS,ESTACIONAMENTO DE VEÍCULOS,29176,3
PINA,"INSTALACAO, COLOCACAO E MONTAGEM","INSTALAÇÃO DE PORTAS, JANELAS, TETOS, DIVISÓRIAS E ARMÁR EMBUT DE QUALQ MATERIAL",29176,3
PINA,"INSTALACAO, COLOCACAO E MONTAGEM","INSTALAÇÃO E MANUTENÇÃO DE SIST CENTRAIS DE AR CONDIC, DE VENTIL E REFRIGERAÇÃO",29176,3
PINA,INSTITUICOES FINANCEIRAS E SECURITARIAS,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",29176,3
PINA,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",ATIVIDADES DE CONTABILIDADE,29176,3
PINA,OUTRAS ATIVIDADES VAREJISTAS,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,29176,3
PINA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE BEBIDAS,29176,3
PINA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,29176,3
PINA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,29176,3
PINA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,29176,3
PINA,OUTRAS ATIVIDADES VAREJISTAS,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,29176,3
PINA,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",29176,3
PINA,OUTRAS ATIVIDADES VAREJISTAS,PEIXARIA,29176,3
PINA,OUTROS SERVICOS,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE P/ CONSUMO DOMICILIAR,29176,3
PINA,OUTROS SERVICOS,PREPARACAO DE DOCUMENTOS E SERV ESPECIALIZ DE APOIO ADMINIST N/ ESP ANTERIORMENTE,29176,3
PINA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",SERVIÇOS DE ENTREGA RÁPIDA,29176,3
PINA,SAUDE,SERVIÇOS DE PRÓTESE DENTÁRIA,29176,3
POCO,BELEZA E HIGIENE PESSOAL,ATIVIDADES DE CONDICIONAMENTO FÍSICO,4615,3
POCO,CONSTRUCAO CIVIL,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,4615,3
POCO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,4615,3
POCO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,4615,3
POCO,SAUDE,"ATIVIDADES DE ATEND HOSPITALAR, EXC PRONTO-SOCORRO E UNIDADES P/ ATEND A URGÊNCIAS",4615,3
POCO,SAUDE,LABORATÓRIOS CLÍNICOS,4615,3
POCO,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ORGANIZAÇÕES SINDICAIS,4615,3
POCO,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",CONDOMÍNIOS PREDIAIS,4615,3
PRADO,CONSERVAÇÃO E LIMPEZA,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,11694,3
PRADO,EDUCACAO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,11694,3
PRADO,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS","COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS",11694,3
PRADO,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",ATIVIDADES DE CONTABILIDADE,11694,3
PRADO,OUTRAS ATIVIDADES VAREJISTAS,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,11694,3
PRADO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE BEBIDAS,11694,3
PRADO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,11694,3
PRADO,OUTRAS ATIVIDADES VAREJISTAS,RESTAURANTES E SIMILARES,11694,3
PRADO,OUTROS SERVICOS,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,11694,3
PRADO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRESENTANTES COM E AGENTES DO COM DE TÊXTEIS, VEST, CALÇADOS E ART DE VIAGEM",11694,3
PRADO,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES ASSOCIATIVAS NÃO ESPECIFICADAS ANTERIORMENTE,11694,3
PRADO,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSOFICAS,11694,3
PRADO,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ORGANIZAÇÕES SINDICAIS,11694,3
RECIFE,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE BEBIDAS NÃO ESPECIFICADAS ANTERIORMENTE,602,3
RECIFE,INDUSTRIA GERAL,"CONFECÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS E AS CONFEC SOB MEDIDA",602,3
RECIFE,INDUSTRIA GERAL,Fabricacao de alimentos dieteticos e complementos alimentares,602,3
RECIFE,OUTRAS ATIVIDADES VAREJISTAS,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,602,3
RECIFE,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DO OPERADOR PORTUARIO,602,3
RECIFE,TECNICO-CIENTIFICO,Atividades de design não especificadas anteriormente,602,3
ROSARINHO,BELEZA E HIGIENE PESSOAL,ATIVIDADES DE CONDICIONAMENTO FÍSICO,4077,3
ROSARINHO,BELEZA E HIGIENE PESSOAL,"CABELEIREIROS, MANICURE E PEDICURE",4077,3
ROSARINHO,EDUCACAO,"ATIVIDADES DE APOIO À EDUCAÇÃO, EXCETO CAIXAS ESCOLARES",4077,3
ROSARINHO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,4077,3
ROSARINHO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,4077,3
ROSARINHO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE LATICÍNIOS E FRIOS,4077,3
ROSARINHO,OUTRAS ATIVIDADES VAREJISTAS,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",4077,3
ROSARINHO,OUTROS SERVICOS,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,4077,3
ROSARINHO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",REPRESENTANTES COMERCIAIS E AGENTES DO COM DE MERCAD EM GERAL N/ ESPECIALIZADO,4077,3
SAN MARTIN,BELEZA E HIGIENE PESSOAL,"CABELEIREIROS, MANICURE E PEDICURE",25414,3
SAN MARTIN,CONSERVAÇÃO E LIMPEZA,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA,25414,3
SAN MARTIN,CONSERVAÇÃO E LIMPEZA,SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES,25414,3
SAN MARTIN,CONSTRUCAO CIVIL,OBRAS DE ALVENARIA,25414,3
SAN MARTIN,EDUCACAO,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,25414,3
SAN MARTIN,EDUCACAO,TREINAMENTO EM INFORMÁTICA,25414,3
SAN MARTIN,INDUSTRIA GERAL,FABRICAÇÃO DE ESQUADRIAS DE METAL,25414,3
SAN MARTIN,INDUSTRIA GERAL,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,25414,3
SAN MARTIN,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",SEDES DE EMPRESAS E UNIDADES ADMINISTRATIVAS LOCAI,25414,3
SAN MARTIN,OUTRAS ATIVIDADES VAREJISTAS,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",25414,3
SAN MARTIN,OUTRAS ATIVIDADES VAREJISTAS,COM VAREJ DE PROD ALIMENT EM GERAL OU ESPECIALIZ EM PROD ALIMENT N/ ESP ANTERIORM,25414,3
SAN MARTIN,OUTRAS ATIVIDADES VAREJISTAS,Comercio a varejo de peças e acessórios novos para motocicletas e motonetas,25414,3
SAN MARTIN,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,25414,3
SAN MARTIN,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,25414,3
SAN MARTIN,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,25414,3
SAN MARTIN,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MÓVEIS,25414,3
SAN MARTIN,OUTRAS ATIVIDADES VAREJISTAS,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA,25414,3
SAN MARTIN,OUTROS SERVICOS,PREPARACAO DE DOCUMENTOS E SERV ESPECIALIZ DE APOIO ADMINIST N/ ESP ANTERIORMENTE,25414,3
SAN MARTIN,OUTROS SERVICOS,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,25414,3
SAN MARTIN,SERVICOS DE INFORMATICA,REPARAÇÃO E MANUTENÇÃO DE COMPUTADORES E DE EQUIPAMENTOS PERIFÉRICOS,25414,3
SAN MARTIN,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS,25414,3
SAN MARTIN,TRANSPORTE E COMUNICACAO,"TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PROD PERIGOSOS E MUDANÇAS, MUNICIPAL",25414,3
SAN MARTIN,VETERINARIO E SIMILARES,Alojamento de animais domésticos,25414,3
SANCHO,EDUCACAO,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,11199,3
SANCHO,OUTRAS ATIVIDADES VAREJISTAS,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",11199,3
SANTANA,EDUCACAO,ENSINO DE ESPORTES,3054,3
SANTANA,EDUCACAO,TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL,3054,3
SANTANA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,3054,3
SANTANA,OUTRAS ATIVIDADES VAREJISTAS,"LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",3054,3
SANTO AMARO,COMERCIO ATACADISTA,"COMÉRCIO ATACADISTA DE LIVROS, JORNAIS E OUTRAS PUBLICAÇÕES",27939,3
SANTO AMARO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE MÓVEIS E ARTIGOS DE COLCHOARIA,27939,3
SANTO AMARO,CONSTRUCAO CIVIL,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes",27939,3
SANTO AMARO,CONSTRUCAO CIVIL,LOTEAMENTO DE IMOVEIS PROPRIOS,27939,3
SANTO AMARO,EDUCACAO,EDUCAÇÃO INFANTIL - PRÉ-ESCOLA,27939,3
SANTO AMARO,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIP DE ÁUDIO E VÍDEO,27939,3
SANTO AMARO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO","ATIVIDADES DE PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROG DE TELEV N/ ESP ANTER",27939,3
SANTO AMARO,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",IMPRESSÃO DE JORNAIS,27939,3
SANTO AMARO,INDUSTRIA GERAL,FABRICAÇÃO DE BISCOITOS E BOLACHAS,27939,3
SANTO AMARO,INSTITUICOES FINANCEIRAS E SECURITARIAS,SOCIEDADE SEGURADORA DE SEGUROS VIDA,27939,3
SANTO AMARO,OUTRAS ATIVIDADES VAREJISTAS,COM VAREJ DE PROD ALIMENT EM GERAL OU ESPECIALIZ EM PROD ALIMENT N/ ESP ANTERIORM,27939,3
SANTO AMARO,OUTRAS ATIVIDADES VAREJISTAS,Comercio a varejo de peças e acessórios novos para motocicletas e motonetas,27939,3
SANTO AMARO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA,27939,3
SANTO AMARO,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",27939,3
SANTO AMARO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE GÁS LIQÜEFEITO DE PETRÓLEO (GLP),27939,3
SANTO AMARO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMÁTICA,27939,3
SANTO AMARO,OUTROS SERVICOS,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,27939,3
SANTO AMARO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",CORRETAGEM NO ALUGUEL DE IMÓVEIS,27939,3
SANTO AMARO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",OUTROS REPRESENTANTES COM E AGENTES DO COM ESP EM PROD N/ ESP ANTERIORMENTE,27939,3
SANTO AMARO,SAUDE,LABORATÓRIOS CLÍNICOS,27939,3
SANTO AMARO,SAUDE,"SERVIÇOS DE DIAGNÓSTICO POR REGISTRO GRÁFICO - ECG, EEG E OUTROS EXAMES ANÁLOGOS",27939,3
SANTO AMARO,SERVICOS DE INFORMATICA,OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO N/ ESPECIF ANTERIORMENTE,27939,3
SANTO AMARO,SERVICOS FUNERARIOS,SERVIÇOS DE SEPULTAMENTO,27939,3
SANTO AMARO,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES ASSOCIATIVAS NÃO ESPECIFICADAS ANTERIORMENTE,27939,3
SANTO AMARO,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS","CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA",27939,3
SANTO AMARO,TECNICO-CIENTIFICO,"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS N/ ESPECIFICAD ANTERIORMENTE",27939,3
SANTO AMARO,TECNICO-CIENTIFICO,SERVIÇOS DE ARQUITETURA,27939,3
SANTO AMARO,"TURISMO, HOSPEDAGEM E ASSEMELHADOS",HOTÉIS,27939,3
SANTO ANTONIO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS P/ USO COMERCIAL/ PARTES E PEÇAS,285,3
SANTO ANTONIO,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE TECIDOS,285,3
SANTO ANTONIO,INDUSTRIA GERAL,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,285,3
SANTO ANTONIO,INSTITUICOES FINANCEIRAS E SECURITARIAS,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",285,3
SANTO ANTONIO,INSTITUICOES FINANCEIRAS E SECURITARIAS,OUTRAS ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS N/ ESPECIF ANTERIORMENTE,285,3
SANTO ANTONIO,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",SEDES DE EMPRESAS E UNIDADES ADMINISTRATIVAS LOCAI,285,3
SANTO ANTONIO,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE ARTIGOS DE CAÇA, PESCA E CAMPING",285,3
SANTO ANTONIO,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE BICICLETAS E TRICICLOS/ PEÇAS E ACESSÓRIOS,285,3
SANTO ANTONIO,OUTROS SERVICOS,SERVIÇOS COMBINADOS DE ESCRITÓRIO E APOIO ADMINISTRATIVO,285,3
SANTO ANTONIO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",CORRETAGEM NO ALUGUEL DE IMÓVEIS,285,3
SANTO ANTONIO,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRESENTANTES COM E AGENTES DO COM DE TÊXTEIS, VEST, CALÇADOS E ART DE VIAGEM",285,3
SAO JOSE,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE APARELHOS ELETRÔNICOS DE USO PESSOAL E DOMÉSTICO,8688,3
SAO JOSE,COMERCIO ATACADISTA,COMÉRCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS,8688,3
SAO JOSE,COMERCIO ATACADISTA,"COMÉRCIO ATACADISTA DE CHOCOLATES, CONFEITOS, BALAS, BOMBONS E SEMELHANTES",8688,3
SAO JOSE,CONSERVAÇÃO E LIMPEZA,MANUTENÇÃO E REPAR DE MÁQ E APAR DE REFRIGER E VENTILAÇÃO P/ USO IND E COMERCIAL,8688,3
SAO JOSE,CONSERVAÇÃO E LIMPEZA,"MANUTENÇÃO E REPARAÇÃO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE",8688,3
SAO JOSE,"CONTABILIDADE, CONSULTORIA E ASSESSORIA","ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA",8688,3
SAO JOSE,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS","COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS",8688,3
SAO JOSE,"ELETRODOMESTICO, VEICULO, PECAS E ACESSORIOS",COMÉRCIO A VAREJO DE PNEUMÁTICOS E CÂMARAS-DE-AR,8688,3
SAO JOSE,"FOTOGRAFICO, CINEMATOGRAFICO, REPROGRAFICO",IMPRESSÃO DE MATERIAL PARA OUTROS USOS,8688,3
SAO JOSE,INDUSTRIA GERAL,FABRICAÇÃO DE ALIMENTOS E PRATOS PRONTOS,8688,3
SAO JOSE,INDUSTRIA GERAL,FABRICAÇÃO DE ARTEFATOS TÊXTEIS PARA USO DOMÉSTICO,8688,3
SAO JOSE,INDUSTRIA GERAL,FABRICAÇÃO DE ESQUADRIAS DE METAL,8688,3
SAO JOSE,INSTITUICOES FINANCEIRAS E SECURITARIAS,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",8688,3
SAO JOSE,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO ATACADISTA DE RESÍDUOS E SUCATAS METÁLICOS,8688,3
SAO JOSE,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE JOALHERIA,8688,3
SAO JOSE,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE BICICLETAS E TRICICLOS/ PEÇAS E ACESSÓRIOS,8688,3
SAO JOSE,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE CARNES - AÇOUGUES,8688,3
SAO JOSE,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITÓRIO,8688,3
SAO JOSE,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,8688,3
SAO JOSE,OUTRAS ATIVIDADES VAREJISTAS,COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA,8688,3
SAO JOSE,OUTROS SERVICOS,"ESTAMPARIA E TEXTURIZAÇÃO EM FIOS, TECIDOS, ARTEFATOS TÊXTEIS E PEÇAS DO VESTUÁRIO",8688,3
SAO JOSE,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ADMINISTRAÇÃO PÚBLICA EM GERAL,8688,3
SAO JOSE,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO,8688,3
SOLEDADE,EDUCACAO,ENSINO DE IDIOMAS,2495,3
SOLEDADE,EDUCACAO,OUTRAS ATIVIDADES DE ENSINO NÃO ESPECIFICADAS ANTERIORMENTE,2495,3
SOLEDADE,SAUDE,ATIVIDADE ODONTOLÓGICA,2495,3
TAMARINEIRA,CONSERVAÇÃO E LIMPEZA,REPARAÇÃO E MANUTENÇÃO DE EQUIP ELETROELETRÔN DE USO PESSOAL E DOMÉSTICO,14124,3
TAMARINEIRA,CONSERVAÇÃO E LIMPEZA,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",14124,3
TAMARINEIRA,CONSTRUCAO CIVIL,SERVIÇOS DE ENGENHARIA,14124,3
TAMARINEIRA,GUARDA E LOCACAO DE BENS MOVEIS,Atividades de monitoramento de sistemas de segurança eletrônico,14124,3
TAMARINEIRA,INSTITUICOES FINANCEIRAS E SECURITARIAS,"CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVID COMPLEMENTAR E DE SAÚDE",14124,3
TAMARINEIRA,"JURIDICO, ECONOMICO E TECNICO ADMINISTRATIVO",ATIVIDADES DE CONTABILIDADE,14124,3
TAMARINEIRA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DE PAPELARIA,14124,3
TAMARINEIRA,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE BEBIDAS,14124,3
TAMARINEIRA,OUTROS SERVICOS,PROMOÇÃO DE VENDAS,14124,3
TAMARINEIRA,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM","REPRESENTANTES COM E AGENTES DO COM DE TÊXTEIS, VEST, CALÇADOS E ART DE VIAGEM",14124,3
TAMARINEIRA,SAUDE,"ATIVIDADES DE ATEND HOSPITALAR, EXC PRONTO-SOCORRO E UNIDADES P/ ATEND A URGÊNCIAS",14124,3
TAMARINEIRA,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ADMINISTRAÇÃO PÚBLICA EM GERAL,14124,3
TEJIPIO,OUTRAS ATIVIDADES VAREJISTAS,"COM VAR DE MERC EM GERAL, COM PREDOM DE PROD ALIM - MINIMERC, MERC E ARMAZÉNS",8918,3
TORRE,CONSERVAÇÃO E LIMPEZA,"SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES",17903,3
TORRE,CONSTRUCAO CIVIL,INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS,17903,3
TORRE,CONSTRUCAO CIVIL,SERVIÇOS DE ENGENHARIA,17903,3
TORRE,"CONTABILIDADE, CONSULTORIA E ASSESSORIA","ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXC CONSULT TÉCNICA ESPECÍFICA",17903,3
TORRE,INDUSTRIA GERAL,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,17903,3
TORRE,OUTRAS ATIVIDADES VAREJISTAS,COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS,17903,3
TORRE,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",17903,3
TORRE,OUTRAS ATIVIDADES VAREJISTAS,"COMÉRCIO VAREJISTA DE PRODUTOS FARMACÊUTICOS, SEM MANIPULAÇÃO DE FÓRMULAS",17903,3
TORRE,OUTRAS ATIVIDADES VAREJISTAS,PADARIA E CONFEITARIA COM PREDOMINÂNCIA DE REVENDA,17903,3
TORRE,OUTROS SERVICOS,PROMOÇÃO DE VENDAS,17903,3
TORRE,"REPRESENTACAO, AGENCIAMENTO, CORRETAGEM",OUTROS REPRESENTANTES COM E AGENTES DO COM ESP EM PROD N/ ESP ANTERIORMENTE,17903,3
TORRE,SERVICOS DE INFORMATICA,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS,17903,3
TORRE,"SERVICOS PUBLICOS, COMUNITARIOS E SOCIAIS",ATIVIDADES DE ORGANIZAÇÕES SINDICAIS,17903,3
